node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IRAK1	MYD88	9606.ENSP00000358997	9606.ENSP00000498321	0	0	0	0	0.118	0.951	0.900	0.999	0.999
IRAK1	TIRAP	9606.ENSP00000358997	9606.ENSP00000376445	0	0	0	0	0.072	0.492	0.900	0.997	0.999
IRAK4	TICAM1	9606.ENSP00000479889	9606.ENSP00000248244	0	0	0	0	0.104	0.092	0.900	0.536	0.957
IRAK4	TLR2	9606.ENSP00000479889	9606.ENSP00000260010	0	0	0	0	0.103	0.100	0	0.926	0.935
IRAK4	TLR3	9606.ENSP00000479889	9606.ENSP00000296795	0	0	0	0	0.059	0.100	0	0.897	0.905
IRAK4	TLR8	9606.ENSP00000479889	9606.ENSP00000312082	0	0	0	0	0.124	0.100	0	0.907	0.921
IRAK4	TOLLIP	9606.ENSP00000479889	9606.ENSP00000314733	0	0	0	0	0.087	0.070	0.800	0.886	0.978
IRAK4	TLR9	9606.ENSP00000479889	9606.ENSP00000353874	0	0	0	0	0	0.100	0.500	0.882	0.942
IRAK4	TLR1	9606.ENSP00000479889	9606.ENSP00000354932	0	0	0	0	0.106	0.100	0	0.852	0.871
IRAK4	TLR4	9606.ENSP00000479889	9606.ENSP00000363089	0	0	0	0	0.107	0.540	0.900	0.991	0.999
IRAK4	TLR7	9606.ENSP00000479889	9606.ENSP00000370034	0	0	0	0	0.093	0.100	0.500	0.920	0.963
IRAK4	TIRAP	9606.ENSP00000479889	9606.ENSP00000376445	0	0	0	0	0.073	0.617	0.900	0.896	0.995
IRAK4	TRAF3	9606.ENSP00000479889	9606.ENSP00000376500	0	0	0	0	0.069	0.090	0	0.993	0.994
IRAK4	IRF7	9606.ENSP00000479889	9606.ENSP00000380697	0	0	0	0	0.083	0.094	0.900	0.963	0.996
IRAK4	TLR6	9606.ENSP00000479889	9606.ENSP00000389600	0	0	0	0	0.115	0.100	0	0.680	0.723
IRAK4	MAVS	9606.ENSP00000479889	9606.ENSP00000401980	0	0	0	0	0.058	0.071	0.900	0.431	0.943
IRAK4	TICAM2	9606.ENSP00000479889	9606.ENSP00000415139	0	0	0	0	0.099	0.092	0	0.675	0.711
IRAK4	IRF5	9606.ENSP00000479889	9606.ENSP00000418037	0	0	0	0	0.087	0.094	0	0.680	0.712
IRAK4	TRAF6	9606.ENSP00000479889	9606.ENSP00000433623	0	0	0	0	0.069	0.535	0.900	0.998	0.999
IRAK4	TLR5	9606.ENSP00000479889	9606.ENSP00000496355	0	0	0	0	0.101	0.100	0	0.681	0.719
IRAK4	MYD88	9606.ENSP00000479889	9606.ENSP00000498321	0	0	0	0	0.117	0.991	0.900	0.999	0.999
IRF1	TLR9	9606.ENSP00000245414	9606.ENSP00000353874	0	0	0	0	0	0	0	0.701	0.701
IRF1	IRF3	9606.ENSP00000245414	9606.ENSP00000471896	0	0	0	0.624	0.116	0.292	0	0.585	0.718
IRF1	RSAD2	9606.ENSP00000245414	9606.ENSP00000371471	0	0	0	0	0.162	0.065	0	0.669	0.718
IRF1	OASL	9606.ENSP00000245414	9606.ENSP00000257570	0	0	0	0	0.168	0.045	0	0.681	0.725
IRF1	PSMB8	9606.ENSP00000245414	9606.ENSP00000364016	0	0	0	0	0.453	0	0	0.518	0.725
IRF1	ISG15	9606.ENSP00000245414	9606.ENSP00000496832	0	0	0	0	0.198	0.045	0	0.688	0.740
IRF1	PRDM1	9606.ENSP00000245414	9606.ENSP00000358092	0	0	0	0	0.167	0.229	0	0.630	0.742
IRF1	MX1	9606.ENSP00000245414	9606.ENSP00000381601	0	0	0	0	0.237	0	0	0.706	0.766
IRF1	NLRC5	9606.ENSP00000245414	9606.ENSP00000262510	0	0	0	0	0.403	0	0	0.644	0.778
IRF1	TLR7	9606.ENSP00000245414	9606.ENSP00000370034	0	0	0	0	0.232	0	0	0.742	0.793
IRF1	TLR3	9606.ENSP00000245414	9606.ENSP00000296795	0	0	0	0	0.160	0	0	0.781	0.809
IRF1	TLR4	9606.ENSP00000245414	9606.ENSP00000363089	0	0	0	0	0.268	0	0	0.762	0.818
IRF1	TAP1	9606.ENSP00000245414	9606.ENSP00000346206	0	0	0	0	0.786	0.048	0	0.193	0.821
IRF1	PSMB9	9606.ENSP00000245414	9606.ENSP00000363993	0	0	0	0	0.549	0	0	0.734	0.875
IRF1	MYD88	9606.ENSP00000245414	9606.ENSP00000498321	0	0	0	0	0.184	0.135	0	0.955	0.965
IRF3	MEFV	9606.ENSP00000471896	9606.ENSP00000219596	0	0	0	0	0.066	0.059	0	0.741	0.752
IRF3	TICAM1	9606.ENSP00000471896	9606.ENSP00000248244	0	0	0	0	0.056	0.601	0.900	0.857	0.993
IRF3	TLR2	9606.ENSP00000471896	9606.ENSP00000260010	0	0	0	0	0	0.292	0	0.832	0.876
IRF3	LY96	9606.ENSP00000471896	9606.ENSP00000284818	0	0	0	0	0.082	0	0.500	0.610	0.805
IRF3	TLR3	9606.ENSP00000471896	9606.ENSP00000296795	0	0	0	0	0.061	0	0.500	0.958	0.978
IRF3	TLR8	9606.ENSP00000471896	9606.ENSP00000312082	0	0	0	0	0.098	0	0	0.713	0.730
IRF3	TRIM25	9606.ENSP00000471896	9606.ENSP00000323889	0	0	0	0	0.080	0.059	0.500	0.728	0.867
IRF3	RNF135	9606.ENSP00000471896	9606.ENSP00000328340	0	0	0	0	0.074	0.059	0.500	0.602	0.803
IRF3	TBK1	9606.ENSP00000471896	9606.ENSP00000329967	0	0	0	0	0.102	0.927	0.900	0.999	0.999
IRF3	XRCC6	9606.ENSP00000471896	9606.ENSP00000352257	0	0	0	0	0.060	0	0.400	0.560	0.730
IRF3	TLR9	9606.ENSP00000471896	9606.ENSP00000353874	0	0	0	0	0.047	0	0	0.894	0.895
IRF3	ZBP1	9606.ENSP00000471896	9606.ENSP00000360215	0	0	0	0	0.060	0.095	0.900	0.892	0.989
IRF3	TLR4	9606.ENSP00000471896	9606.ENSP00000363089	0	0	0	0	0.080	0	0.500	0.894	0.947
IRF3	TLR7	9606.ENSP00000471896	9606.ENSP00000370034	0	0	0	0	0.085	0	0	0.880	0.886
IRF3	RSAD2	9606.ENSP00000471896	9606.ENSP00000371471	0	0	0	0	0.126	0.065	0	0.707	0.740
IRF3	TIRAP	9606.ENSP00000471896	9606.ENSP00000376445	0	0	0	0	0.175	0	0	0.737	0.774
IRF3	TRAF3	9606.ENSP00000471896	9606.ENSP00000376500	0	0	0	0	0.116	0.510	0.500	0.878	0.970
IRF3	IRF7	9606.ENSP00000471896	9606.ENSP00000380697	0	0	0	0.630	0.120	0.510	0.900	0.988	0.999
IRF3	MX1	9606.ENSP00000471896	9606.ENSP00000381601	0	0	0	0	0.188	0	0	0.740	0.780
IRF3	NLRX1	9606.ENSP00000471896	9606.ENSP00000387334	0	0	0	0	0.099	0	0	0.697	0.716
IRF3	MAVS	9606.ENSP00000471896	9606.ENSP00000401980	0	0	0	0	0.053	0.840	0.500	0.986	0.998
IRF3	TRIM26	9606.ENSP00000471896	9606.ENSP00000410446	0	0	0	0	0.066	0.305	0	0.633	0.741
IRF3	TICAM2	9606.ENSP00000471896	9606.ENSP00000415139	0	0	0	0	0	0.460	0.500	0.651	0.897
IRF3	TRAF6	9606.ENSP00000471896	9606.ENSP00000433623	0	0	0	0	0.049	0.292	0	0.875	0.908
IRF3	SARM1	9606.ENSP00000471896	9606.ENSP00000468032	0	0	0	0	0	0	0	0.820	0.820
IRF3	SAMHD1	9606.ENSP00000471896	9606.ENSP00000493536	0	0	0	0	0.042	0	0.500	0.537	0.759
IRF3	MYD88	9606.ENSP00000471896	9606.ENSP00000498321	0	0	0	0	0.096	0.135	0	0.917	0.929
IRF3	ISG15	9606.ENSP00000471896	9606.ENSP00000496832	0	0	0	0	0.146	0.294	0.900	0.888	0.992
IRF3	STING1	9606.ENSP00000471896	9606.ENSP00000498596	0	0	0	0	0.060	0.836	0.700	0.888	0.994
IRF5	TLR8	9606.ENSP00000418037	9606.ENSP00000312082	0	0	0	0	0.150	0	0	0.715	0.747
IRF5	PTPN22	9606.ENSP00000418037	9606.ENSP00000352833	0	0	0	0	0.116	0.046	0	0.786	0.803
IRF5	TLR7	9606.ENSP00000418037	9606.ENSP00000370034	0	0	0	0	0.164	0	0	0.681	0.722
IRF5	MAVS	9606.ENSP00000418037	9606.ENSP00000401980	0	0	0	0	0	0.231	0	0.656	0.724
IRF5	MYD88	9606.ENSP00000418037	9606.ENSP00000498321	0	0	0	0	0.138	0.388	0	0.992	0.995
IRF5	TRAF6	9606.ENSP00000418037	9606.ENSP00000433623	0	0	0	0	0.098	0.515	0.900	0.988	0.999
IRF7	OAS3	9606.ENSP00000380697	9606.ENSP00000228928	0	0	0	0	0.763	0	0	0.628	0.908
IRF7	TICAM1	9606.ENSP00000380697	9606.ENSP00000248244	0	0	0	0	0.192	0.150	0.900	0.768	0.981
IRF7	OASL	9606.ENSP00000380697	9606.ENSP00000257570	0	0	0	0	0.744	0.045	0	0.675	0.913
IRF7	TLR2	9606.ENSP00000380697	9606.ENSP00000260010	0	0	0	0	0.175	0	0	0.749	0.784
IRF7	LY96	9606.ENSP00000380697	9606.ENSP00000284818	0	0	0	0	0.128	0	0.500	0.395	0.713
IRF7	TLR3	9606.ENSP00000380697	9606.ENSP00000296795	0	0	0	0	0.121	0	0.500	0.896	0.950
IRF7	ISG20	9606.ENSP00000380697	9606.ENSP00000306565	0	0	0	0	0.521	0.051	0	0.641	0.823
IRF7	TLR8	9606.ENSP00000380697	9606.ENSP00000312082	0	0	0	0	0.103	0	0	0.815	0.827
IRF7	TRIM25	9606.ENSP00000380697	9606.ENSP00000323889	0	0	0	0	0.195	0.059	0.500	0.745	0.890
IRF7	RNF135	9606.ENSP00000380697	9606.ENSP00000328340	0	0	0	0	0.073	0.059	0.500	0.418	0.712
IRF7	TBK1	9606.ENSP00000380697	9606.ENSP00000329967	0	0	0	0	0.095	0.331	0.900	0.895	0.992
IRF7	MX2	9606.ENSP00000380697	9606.ENSP00000333657	0	0	0	0	0.659	0	0	0.661	0.880
IRF7	OAS2	9606.ENSP00000380697	9606.ENSP00000342278	0	0	0	0	0.778	0	0	0.802	0.954
IRF7	PARP9	9606.ENSP00000380697	9606.ENSP00000353512	0	0	0	0	0.460	0	0	0.598	0.774
IRF7	TLR9	9606.ENSP00000380697	9606.ENSP00000353874	0	0	0	0	0.072	0	0.500	0.939	0.969
IRF7	TLR1	9606.ENSP00000380697	9606.ENSP00000354932	0	0	0	0	0.132	0	0	0.723	0.750
IRF7	ZBP1	9606.ENSP00000380697	9606.ENSP00000360215	0	0	0	0	0.449	0.065	0.900	0.621	0.977
IRF7	TLR4	9606.ENSP00000380697	9606.ENSP00000363089	0	0	0	0	0.110	0	0.500	0.790	0.898
IRF7	TLR7	9606.ENSP00000380697	9606.ENSP00000370034	0	0	0	0	0.103	0	0.500	0.919	0.960
IRF7	RSAD2	9606.ENSP00000380697	9606.ENSP00000371471	0	0	0	0	0.678	0.095	0	0.734	0.915
IRF7	TRAF3	9606.ENSP00000380697	9606.ENSP00000376500	0	0	0	0	0	0.041	0.500	0.986	0.993
IRF7	TICAM2	9606.ENSP00000380697	9606.ENSP00000415139	0	0	0	0	0.105	0.150	0.500	0.351	0.720
IRF7	SAMHD1	9606.ENSP00000380697	9606.ENSP00000493536	0	0	0	0	0.085	0	0.500	0.626	0.814
IRF7	MX1	9606.ENSP00000380697	9606.ENSP00000381601	0	0	0	0	0.747	0	0	0.792	0.945
IRF7	MAVS	9606.ENSP00000380697	9606.ENSP00000401980	0	0	0	0	0.042	0.332	0.500	0.884	0.958
IRF7	OAS1	9606.ENSP00000380697	9606.ENSP00000388001	0	0	0	0	0.789	0	0	0.817	0.959
IRF7	ISG15	9606.ENSP00000380697	9606.ENSP00000496832	0	0	0	0	0.809	0.045	0	0.867	0.973
IRF7	MYD88	9606.ENSP00000380697	9606.ENSP00000498321	0	0	0	0	0.223	0.585	0.700	0.998	0.999
IRF7	TRAF6	9606.ENSP00000380697	9606.ENSP00000433623	0	0	0	0	0.099	0.838	0.900	0.992	0.999
IRGM	NOD2	9606.ENSP00000428220	9606.ENSP00000300589	0	0	0	0	0.047	0.292	0	0.861	0.898
ISG15	OAS3	9606.ENSP00000496832	9606.ENSP00000228928	0	0	0	0	0.796	0	0	0.722	0.941
ISG15	OASL	9606.ENSP00000496832	9606.ENSP00000257570	0	0	0.396	0	0.792	0	0	0.906	0.987
ISG15	TLR3	9606.ENSP00000496832	9606.ENSP00000296795	0	0	0	0	0.130	0.073	0	0.743	0.775
ISG15	ISG20	9606.ENSP00000496832	9606.ENSP00000306565	0	0	0	0	0.418	0.071	0	0.817	0.893
ISG15	TRIM25	9606.ENSP00000496832	9606.ENSP00000323889	0	0	0	0	0.175	0.345	0.500	0.787	0.935
ISG15	MX2	9606.ENSP00000496832	9606.ENSP00000333657	0	0	0	0	0.664	0.104	0.500	0.879	0.979
ISG15	OAS2	9606.ENSP00000496832	9606.ENSP00000342278	0	0	0	0	0.796	0	0	0.773	0.951
ISG15	PARP9	9606.ENSP00000496832	9606.ENSP00000353512	0	0	0	0	0.648	0	0	0.611	0.857
ISG15	RSAD2	9606.ENSP00000496832	9606.ENSP00000371471	0	0	0	0	0.815	0	0	0.889	0.978
ISG15	SQSTM1	9606.ENSP00000496832	9606.ENSP00000374455	0	0	0	0	0.114	0.367	0	0.742	0.842
ISG15	MX1	9606.ENSP00000496832	9606.ENSP00000381601	0	0	0	0	0.841	0.104	0.500	0.931	0.994
ISG15	OAS1	9606.ENSP00000496832	9606.ENSP00000388001	0	0	0	0	0.797	0	0	0.923	0.983
ISG15	MAVS	9606.ENSP00000496832	9606.ENSP00000401980	0	0	0	0	0	0.095	0	0.795	0.807
ISG15	PARP14	9606.ENSP00000496832	9606.ENSP00000418194	0	0	0	0	0.507	0	0	0.576	0.782
ISG15	SAMHD1	9606.ENSP00000496832	9606.ENSP00000493536	0	0	0	0	0.063	0	0.500	0.565	0.778
ISG15	MYD88	9606.ENSP00000496832	9606.ENSP00000498321	0	0	0	0	0.150	0.164	0	0.659	0.737
ISG20	OASL	9606.ENSP00000306565	9606.ENSP00000257570	0	0	0	0	0.441	0.071	0	0.635	0.794
ISG20	MX2	9606.ENSP00000306565	9606.ENSP00000333657	0	0	0	0	0.325	0	0	0.642	0.748
ISG20	OAS1	9606.ENSP00000306565	9606.ENSP00000388001	0	0	0	0	0.332	0	0	0.665	0.767
ISG20	OAS2	9606.ENSP00000306565	9606.ENSP00000342278	0	0	0	0	0.288	0	0	0.693	0.772
ISG20	RSAD2	9606.ENSP00000306565	9606.ENSP00000371471	0	0	0	0	0.331	0	0	0.684	0.780
ISG20	MX1	9606.ENSP00000306565	9606.ENSP00000381601	0	0	0	0	0.339	0	0	0.713	0.802
ITCH	PCBP2	9606.ENSP00000499786	9606.ENSP00000352438	0	0	0	0	0.049	0.308	0.800	0.863	0.979
ITCH	MAVS	9606.ENSP00000499786	9606.ENSP00000401980	0	0	0	0	0.049	0.525	0.500	0.570	0.889
ITCH	TRAF6	9606.ENSP00000499786	9606.ENSP00000433623	0	0	0	0	0.063	0.486	0.400	0.592	0.866
ITGAM	TLR2	9606.ENSP00000496959	9606.ENSP00000260010	0	0	0	0	0.268	0.050	0	0.859	0.893
ITGAM	TYROBP	9606.ENSP00000496959	9606.ENSP00000262629	0	0	0	0	0.493	0.045	0	0.500	0.737
ITGAM	KLRG1	9606.ENSP00000496959	9606.ENSP00000266551	0	0	0	0	0.064	0	0	0.784	0.789
ITGAM	TLR9	9606.ENSP00000496959	9606.ENSP00000353874	0	0	0	0	0.107	0.050	0	0.780	0.797
ITGAM	TLR1	9606.ENSP00000496959	9606.ENSP00000354932	0	0	0	0	0.276	0.050	0	0.664	0.748
ITGAM	SRC	9606.ENSP00000496959	9606.ENSP00000362680	0	0	0	0	0.109	0.058	0.650	0.432	0.811
ITGAM	TLR4	9606.ENSP00000496959	9606.ENSP00000363089	0	0	0	0	0.252	0.050	0	0.897	0.920
ITGAM	PIK3CD	9606.ENSP00000496959	9606.ENSP00000366563	0	0	0	0	0.135	0	0.900	0.259	0.930
ITGAM	TLR7	9606.ENSP00000496959	9606.ENSP00000370034	0	0	0	0	0.176	0.050	0	0.774	0.807
ITGAM	LILRB2	9606.ENSP00000496959	9606.ENSP00000375629	0	0	0	0	0.393	0.067	0	0.523	0.706
ITGAM	PRKD1	9606.ENSP00000496959	9606.ENSP00000390535	0	0	0	0	0	0	0.900	0.125	0.908
ITGAM	PRKD2	9606.ENSP00000496959	9606.ENSP00000393978	0	0	0	0	0.056	0	0.900	0.102	0.907
ITGAM	SLAMF1	9606.ENSP00000496959	9606.ENSP00000438406	0	0	0	0	0.164	0	0	0.668	0.710
ITGAM	MYD88	9606.ENSP00000496959	9606.ENSP00000498321	0	0	0	0	0.151	0.051	0	0.768	0.796
ITK	TXK	9606.ENSP00000398655	9606.ENSP00000264316	0	0	0.066	0.947	0.387	0	0.900	0.089	0.940
ITK	ZAP70	9606.ENSP00000398655	9606.ENSP00000264972	0	0	0.104	0.670	0.558	0	0.500	0.564	0.902
ITK	TRAT1	9606.ENSP00000398655	9606.ENSP00000295756	0	0	0	0	0.779	0	0	0.292	0.837
ITK	SH2D1A	9606.ENSP00000398655	9606.ENSP00000360181	0	0	0	0	0.656	0	0	0.627	0.866
ITK	SRC	9606.ENSP00000398655	9606.ENSP00000362680	0	0	0.114	0.832	0.059	0.292	0.900	0.131	0.939
ITK	SYK	9606.ENSP00000398655	9606.ENSP00000364898	0	0	0.099	0.660	0.102	0	0.400	0.503	0.726
ITK	PIK3CD	9606.ENSP00000398655	9606.ENSP00000366563	0	0	0	0	0.101	0.069	0.900	0.458	0.948
ITK	TEC	9606.ENSP00000398655	9606.ENSP00000370912	0	0	0.059	0.960	0	0	0.900	0.066	0.904
ITK	LAT	9606.ENSP00000398655	9606.ENSP00000378845	0	0	0	0	0.353	0.512	0.500	0.713	0.948
ITK	LYN	9606.ENSP00000398655	9606.ENSP00000428924	0	0	0.106	0.853	0.075	0	0.900	0.106	0.916
ITK	PIK3CG	9606.ENSP00000398655	9606.ENSP00000419260	0	0	0	0	0.121	0.069	0.900	0.341	0.938
JAK2	SRC	9606.ENSP00000371067	9606.ENSP00000362680	0	0	0	0.633	0.099	0.299	0.400	0.809	0.917
JAK2	TLR4	9606.ENSP00000371067	9606.ENSP00000363089	0	0	0	0	0.180	0.100	0	0.741	0.793
JAK2	SYK	9606.ENSP00000371067	9606.ENSP00000364898	0	0	0	0.640	0.126	0	0.800	0.218	0.851
JAK2	PIK3CD	9606.ENSP00000371067	9606.ENSP00000366563	0	0	0	0	0.064	0.069	0.900	0.375	0.938
JAK2	PIK3CG	9606.ENSP00000371067	9606.ENSP00000419260	0	0	0	0	0.078	0.069	0.500	0.413	0.714
JAK2	LYN	9606.ENSP00000371067	9606.ENSP00000428924	0	0	0	0.683	0.097	0.294	0.800	0.522	0.931
JAK2	JAK3	9606.ENSP00000371067	9606.ENSP00000432511	0	0	0.057	0.941	0.045	0.292	0.900	0.681	0.975
JAK3	PIK3CD	9606.ENSP00000432511	9606.ENSP00000366563	0	0	0	0	0.114	0.069	0.900	0.326	0.937
JAK3	PTK2B	9606.ENSP00000432511	9606.ENSP00000380638	0	0	0	0.576	0.103	0.331	0.900	0.158	0.942
KCNN4	PRKCB	9606.ENSP00000496939	9606.ENSP00000496129	0	0	0	0	0.104	0	0.900	0.156	0.917
KLRG1	LAG3	9606.ENSP00000266551	9606.ENSP00000203629	0	0	0	0	0.166	0.091	0	0.686	0.741
KLRG1	PDCD1	9606.ENSP00000266551	9606.ENSP00000335062	0	0	0	0	0.102	0	0	0.744	0.760
KLRK1	ULBP1	9606.ENSP00000240618	9606.ENSP00000229708	0	0	0	0	0	0.423	0.900	0.999	0.999
KLRK1	PDCD1	9606.ENSP00000240618	9606.ENSP00000335062	0	0	0	0	0.087	0	0	0.726	0.739
KLRK1	SLAMF7	9606.ENSP00000240618	9606.ENSP00000357022	0	0	0	0	0.193	0.047	0	0.714	0.761
KLRK1	ZAP70	9606.ENSP00000240618	9606.ENSP00000264972	0	0	0	0	0.347	0.045	0	0.669	0.776
KLRK1	LILRB1	9606.ENSP00000240618	9606.ENSP00000315997	0	0	0	0	0.072	0	0	0.779	0.786
KLRK1	SLAMF6	9606.ENSP00000240618	9606.ENSP00000357036	0	0	0	0	0.218	0.047	0	0.800	0.838
KLRK1	SYK	9606.ENSP00000240618	9606.ENSP00000364898	0	0	0	0	0.061	0.045	0.500	0.706	0.850
KLRK1	NCR3	9606.ENSP00000240618	9606.ENSP00000342156	0	0	0	0	0.133	0	0	0.970	0.972
KLRK1	TYROBP	9606.ENSP00000240618	9606.ENSP00000262629	0	0	0	0	0.123	0.154	0.700	0.996	0.998
KLRK1	MICA	9606.ENSP00000240618	9606.ENSP00000413079	0	0	0	0	0	0.967	0.900	0.995	0.999
KLRK1	MICB	9606.ENSP00000240618	9606.ENSP00000252229	0	0	0	0	0.043	0.071	0.900	0.999	0.999
KLRK1	RAET1E	9606.ENSP00000240618	9606.ENSP00000349709	0	0	0	0	0	0.903	0.900	0.998	0.999
KLRK1	ULBP2	9606.ENSP00000240618	9606.ENSP00000356320	0	0	0	0	0	0.619	0.900	0.999	0.999
KLRK1	ULBP3	9606.ENSP00000240618	9606.ENSP00000356308	0	0	0	0	0	0.976	0.900	0.999	0.999
KLRK1	RAET1G	9606.ENSP00000240618	9606.ENSP00000356329	0	0	0	0	0	0.764	0.900	0.994	0.999
KLRK1	RAET1L	9606.ENSP00000240618	9606.ENSP00000356310	0	0	0	0	0	0.962	0.900	0.960	0.999
LAG3	TNFRSF14	9606.ENSP00000203629	9606.ENSP00000347948	0	0	0	0	0.068	0	0	0.755	0.762
LAG3	PDCD1LG2	9606.ENSP00000203629	9606.ENSP00000380855	0	0	0	0	0.062	0	0	0.870	0.872
LAG3	PDCD1	9606.ENSP00000203629	9606.ENSP00000335062	0	0	0	0	0.316	0	0	0.929	0.950
LAG3	LGALS3	9606.ENSP00000203629	9606.ENSP00000254301	0	0	0	0	0	0	0	0.990	0.990
LAG3	LGALS9	9606.ENSP00000203629	9606.ENSP00000378856	0	0	0	0	0.067	0	0	0.993	0.993
LAIR1	SFTPD	9606.ENSP00000375622	9606.ENSP00000361366	0	0	0	0	0	0	0	0.959	0.959
LAT	ZAP70	9606.ENSP00000378845	9606.ENSP00000264972	0	0	0	0	0.480	0.720	0.500	0.989	0.999
LAT	SYK	9606.ENSP00000378845	9606.ENSP00000364898	0	0	0	0	0.061	0.294	0.700	0.904	0.978
LAT	LYN	9606.ENSP00000378845	9606.ENSP00000428924	0	0	0	0	0.081	0.053	0.500	0.772	0.887
LAT	THEMIS	9606.ENSP00000378845	9606.ENSP00000487358	0	0	0	0	0.196	0.546	0.720	0.220	0.909
LAT	LAT2	9606.ENSP00000378845	9606.ENSP00000381492	0	0	0	0	0.068	0	0	0.916	0.918
LAT2	SYK	9606.ENSP00000381492	9606.ENSP00000364898	0	0	0	0	0.203	0	0.400	0.816	0.904
LAT2	LYN	9606.ENSP00000381492	9606.ENSP00000428924	0	0	0	0	0.202	0	0.400	0.714	0.851
LAX1	TRAT1	9606.ENSP00000406970	9606.ENSP00000295756	0	0	0	0	0.206	0	0	0.932	0.944
LBP	TLR2	9606.ENSP00000217407	9606.ENSP00000260010	0	0	0	0	0.055	0	0	0.708	0.712
LBP	LY96	9606.ENSP00000217407	9606.ENSP00000284818	0	0	0	0	0	0	0.500	0.960	0.979
LBP	TLR4	9606.ENSP00000217407	9606.ENSP00000363089	0	0	0	0	0.082	0	0.500	0.958	0.979
LCN2	LTF	9606.ENSP00000362108	9606.ENSP00000231751	0	0	0	0	0.546	0.072	0	0.992	0.996
LCN2	SLPI	9606.ENSP00000362108	9606.ENSP00000342082	0	0	0	0	0.440	0.045	0	0.821	0.896
LGALS3	LGALS9	9606.ENSP00000254301	9606.ENSP00000378856	0	0	0	0.780	0.062	0.645	0	0.500	0.819
LGALS3	NCR3	9606.ENSP00000254301	9606.ENSP00000342156	0	0	0	0	0	0.405	0	0.838	0.899
LGALS3	TLR4	9606.ENSP00000254301	9606.ENSP00000363089	0	0	0	0	0.121	0	0	0.932	0.938
LGALS3	TLR2	9606.ENSP00000254301	9606.ENSP00000260010	0	0	0	0	0.104	0	0	0.944	0.948
LGALS9	PDCD1	9606.ENSP00000378856	9606.ENSP00000335062	0	0	0	0	0.086	0	0	0.968	0.969
LGALS9	TNFRSF14	9606.ENSP00000378856	9606.ENSP00000347948	0	0	0	0	0.152	0	0	0.822	0.842
LGALS9	PDCD1LG2	9606.ENSP00000378856	9606.ENSP00000380855	0	0	0	0	0.201	0	0	0.768	0.807
LILRA1	TYROBP	9606.ENSP00000251372	9606.ENSP00000262629	0	0	0	0	0.445	0	0	0.679	0.814
LILRA1	SYK	9606.ENSP00000251372	9606.ENSP00000364898	0	0	0	0	0.149	0.081	0.900	0.166	0.926
LILRA2	TYROBP	9606.ENSP00000375618	9606.ENSP00000262629	0	0	0	0	0.308	0	0	0.655	0.751
LILRA2	SYK	9606.ENSP00000375618	9606.ENSP00000364898	0	0	0	0	0.169	0.081	0.900	0.200	0.930
LILRA4	SYK	9606.ENSP00000291759	9606.ENSP00000364898	0	0	0	0	0.168	0.102	0.900	0.322	0.942
LILRA5	SYK	9606.ENSP00000404236	9606.ENSP00000364898	0	0	0	0	0.127	0	0.900	0.153	0.919
LILRA6	LILRB3	9606.ENSP00000379651	9606.ENSP00000245620	0	0	0.049	0.983	0.294	0.501	0	0.377	0.763
LILRA6	SYK	9606.ENSP00000379651	9606.ENSP00000364898	0	0	0	0	0.135	0.050	0.900	0.201	0.925
LILRB1	ULBP1	9606.ENSP00000315997	9606.ENSP00000229708	0	0	0	0	0	0.130	0	0.792	0.811
LILRB1	MICB	9606.ENSP00000315997	9606.ENSP00000252229	0	0	0	0	0.049	0.130	0	0.813	0.831
LILRB1	TYROBP	9606.ENSP00000315997	9606.ENSP00000262629	0	0	0	0	0.246	0.045	0	0.685	0.753
LILRB1	NCR3	9606.ENSP00000315997	9606.ENSP00000342156	0	0	0	0	0.100	0	0	0.719	0.736
LILRB1	ULBP3	9606.ENSP00000315997	9606.ENSP00000356308	0	0	0	0	0	0.130	0	0.755	0.777
LILRB1	LILRB2	9606.ENSP00000315997	9606.ENSP00000375629	0	0	0.050	0.980	0.767	0.126	0	0.059	0.793
LILRB1	ULBP2	9606.ENSP00000315997	9606.ENSP00000356320	0	0	0	0	0	0.130	0	0.773	0.794
LILRB1	SYK	9606.ENSP00000315997	9606.ENSP00000364898	0	0	0	0	0.153	0.102	0.900	0.363	0.945
LILRB2	LILRB3	9606.ENSP00000375629	9606.ENSP00000245620	0	0	0.058	0.965	0.781	0	0	0.069	0.791
LILRB2	TLR2	9606.ENSP00000375629	9606.ENSP00000260010	0	0	0	0	0.625	0.097	0	0.200	0.705
LILRB2	TYROBP	9606.ENSP00000375629	9606.ENSP00000262629	0	0	0	0	0.771	0	0	0.263	0.824
LILRB2	TLR8	9606.ENSP00000375629	9606.ENSP00000312082	0	0	0	0	0.763	0.097	0	0.487	0.880
LILRB2	SYK	9606.ENSP00000375629	9606.ENSP00000364898	0	0	0	0	0.258	0.081	0.900	0.167	0.935
LILRB2	LILRB4	9606.ENSP00000375629	9606.ENSP00000375616	0	0	0.069	0.918	0.320	0.475	0	0.330	0.747
LILRB3	TYROBP	9606.ENSP00000245620	9606.ENSP00000262629	0	0	0	0	0.486	0	0	0.507	0.735
